id,COUNTRY,YEAR,WEEK,Week_Sus_Cases,Incidence_sus_cases,Cum_sus_cases,Week_conf_cases,Incidence_conf_cases,Cum_conf_cases,Week_import_cases,Cum_import_cases,Week_deaths,Cum_deaths,Population,Source,
762,Cuba,2014,5,0,0,0,0,0,0,0,0,0,0,11266000,PAHO,
763,Dominican Republic,2014,5,0,0,0,0,0,0,0,0,0,0,10404000,PAHO,
764,French Guiana,2014,5,0,0,0,0,0,0,2,4,0,0,249000,PAHO,
765,Guadeloupe,2014,5,0,0,0,51,10.9442,116,0,3,0,0,466000,PAHO,
766,Haiti,2014,5,0,0,0,0,0,0,0,0,0,0,10317000,PAHO,
767,Martinique,2014,5,0,0,0,97,24.0099,364,0,0,0,0,404000,PAHO,
768,Puerto Rico,2014,5,0,0,0,0,0,0,0,0,0,0,3688000,PAHO,
769,Saint Barthelemy,2014,5,0,0,0,11,122.2222,56,0,0,0,0,9000,PAHO,
770,Saint-Martin,2014,5,0,0,0,83,230.5556,476,0,0,1,1,36000,PAHO,
771,Bolivia,2014,5,0,0,0,0,0,0,0,0,0,0,10671000,PAHO,
772,Colombia,2014,5,0,0,0,0,0,0,0,0,0,0,48321000,PAHO,
773,Ecuador,2014,5,0,0,0,0,0,0,0,0,0,0,15738000,PAHO,
774,Peru,2014,5,0,0,0,0,0,0,0,0,0,0,30376000,PAHO,
775,Venezuela,2014,5,0,0,0,0,0,0,0,0,0,0,30405000,PAHO,
776,Brazil,2014,5,0,0,0,0,0,0,0,0,0,0,191481000,PAHO,
777,Chile,2014,5,0,0,0,0,0,0,0,0,0,0,4537000,PAHO,
778,Paraguay,2014,5,0,0,0,0,0,0,0,0,0,0,6673000,PAHO,
779,Argentina,2014,5,0,0,0,0,0,0,0,0,0,0,42669000,PAHO,
780,Anguilla,2014,5,0,0,0,0,0,0,0,0,0,0,16000,PAHO,
781,Antigua and Barbuda,2014,5,0,0,0,0,0,0,0,0,0,0,90000,PAHO,
782,Aruba,2014,5,0,0,0,0,0,0,0,0,0,0,109000,PAHO,
783,Bahamas,2014,5,0,0,0,0,0,0,0,0,0,0,377000,PAHO,
784,Barbados,2014,5,0,0,0,0,0,0,0,0,0,0,289000,PAHO,
785,Cayman Islands,2014,5,0,0,0,0,0,0,0,0,0,0,54000,PAHO,
786,Curacao,2014,5,0,0,0,0,0,0,0,0,0,0,147000,PAHO,
787,Dominica,2014,5,0,0,0,3,4.1096,3,0,1,0,0,73000,PAHO,
788,Grenada,2014,5,0,0,0,0,0,0,0,0,0,0,110000,PAHO,
789,Guyana,2014,5,0,0,0,0,0,0,0,0,0,0,800000,PAHO,
790,Jamaica,2014,5,0,0,0,0,0,0,0,0,0,0,2784000,PAHO,
791,Montserrat,2014,5,0,0,0,0,0,0,0,0,0,0,5000,PAHO,
792,Saint Kitts and Nevis,2014,5,0,0,0,0,0,0,0,0,0,0,51000,PAHO,
793,Saint Lucia,2014,5,0,0,0,0,0,0,0,0,0,0,163000,PAHO,
794,Saint Vincent and the Grenadines,2014,5,0,0,0,0,0,0,0,0,0,0,103000,PAHO,
795,Sint Maarten,2014,5,0,0,0,-1,-2.5,10,0,0,0,0,40000,PAHO,
796,Suriname,2014,5,0,0,0,0,0,0,0,0,0,0,539000,PAHO,
797,Trinidad and Tobago,2014,5,0,0,0,0,0,0,0,0,0,0,1341000,PAHO,
798,Turks and Caicos Islands,2014,5,0,0,0,0,0,0,0,0,0,0,48000,PAHO,
799,"Virgin Islands, U.S.",2014,5,0,0,0,0,0,0,0,0,0,0,105000,PAHO
800,British Virgin Islands,2014,5,0,0,0,2,6.25,5,0,0,0,0,32000,PAHO,
801,Bermuda,2014,6,0,0,0,0,0,0,0,0,0,0,69000,PAHO,
802,Canada,2014,6,0,0,0,0,0,0,0,0,0,0,35182000,PAHO,
803,Mexico,2014,6,0,0,0,0,0,0,0,0,0,0,118129000,PAHO,
804,United States,2014,6,0,0,0,0,0,0,0,0,0,0,320051000,PAHO,
805,Belize,2014,6,0,0,0,0,0,0,0,0,0,0,322000,PAHO,
806,Costa Rica,2014,6,0,0,0,0,0,0,0,0,0,0,4872000,PAHO,
807,El Salvador,2014,6,0,0,0,0,0,0,0,0,0,0,6340000,PAHO,
808,Guatemala,2014,6,0,0,0,0,0,0,0,0,0,0,15468000,PAHO,
809,Honduras,2014,6,0,0,0,0,0,0,0,0,0,0,8098000,PAHO,
810,Nicaragua,2014,6,0,0,0,0,0,0,0,0,0,0,6080000,PAHO,
811,Panama,2014,6,0,0,0,0,0,0,0,0,0,0,3864000,PAHO,
812,Cuba,2014,6,0,0,0,0,0,0,0,0,0,0,11266000,PAHO,
813,Dominican Republic,2014,6,0,0,0,0,0,0,0,0,0,0,10404000,PAHO,
814,French Guiana,2014,6,0,0,0,0,0,0,0,4,0,0,249000,PAHO,
815,Guadeloupe,2014,6,0,0,0,56,12.0172,172,0,3,0,0,466000,PAHO,
816,Haiti,2014,6,0,0,0,0,0,0,0,0,0,0,10317000,PAHO,
817,Martinique,2014,6,0,0,0,154,38.1188,518,0,0,0,0,404000,PAHO,
818,Puerto Rico,2014,6,0,0,0,0,0,0,0,0,0,0,3688000,PAHO,
819,Saint Barthelemy,2014,6,0,0,0,27,300,83,0,0,0,0,9000,PAHO,
820,Saint-Martin,2014,6,0,0,0,125,347.2222,601,0,0,0,1,36000,PAHO,
821,Bolivia,2014,6,0,0,0,0,0,0,0,0,0,0,10671000,PAHO,
822,Colombia,2014,6,0,0,0,0,0,0,0,0,0,0,48321000,PAHO,
823,Ecuador,2014,6,0,0,0,0,0,0,0,0,0,0,15738000,PAHO,
824,Peru,2014,6,0,0,0,0,0,0,0,0,0,0,30376000,PAHO,
825,Venezuela,2014,6,0,0,0,0,0,0,0,0,0,0,30405000,PAHO,
826,Brazil,2014,6,0,0,0,0,0,0,0,0,0,0,191481000,PAHO,
827,Chile,2014,6,0,0,0,0,0,0,0,0,0,0,4537000,PAHO,
828,Paraguay,2014,6,0,0,0,0,0,0,0,0,0,0,6673000,PAHO,
829,Argentina,2014,6,0,0,0,0,0,0,0,0,0,0,42669000,PAHO,
830,Anguilla,2014,6,0,0,0,0,0,0,1,1,0,0,16000,PAHO,
831,Antigua and Barbuda,2014,6,0,0,0,0,0,0,0,0,0,0,90000,PAHO,
832,Aruba,2014,6,0,0,0,0,0,0,1,1,0,0,109000,PAHO,
833,Bahamas,2014,6,0,0,0,0,0,0,0,0,0,0,377000,PAHO,
834,Barbados,2014,6,0,0,0,0,0,0,0,0,0,0,289000,PAHO,
835,Cayman Islands,2014,6,0,0,0,0,0,0,0,0,0,0,54000,PAHO,
836,Curacao,2014,6,0,0,0,0,0,0,0,0,0,0,147000,PAHO,
837,Dominica,2014,6,0,0,0,0,0,3,0,1,0,0,73000,PAHO,
838,Grenada,2014,6,0,0,0,0,0,0,0,0,0,0,110000,PAHO,
839,Guyana,2014,6,0,0,0,0,0,0,0,0,0,0,800000,PAHO,
840,Jamaica,2014,6,0,0,0,0,0,0,0,0,0,0,2784000,PAHO,
841,Montserrat,2014,6,0,0,0,0,0,0,0,0,0,0,5000,PAHO,
842,Saint Kitts and Nevis,2014,6,0,0,0,0,0,0,0,0,0,0,51000,PAHO,
843,Saint Lucia,2014,6,0,0,0,0,0,0,0,0,0,0,163000,PAHO,
844,Saint Vincent and the Grenadines,2014,6,0,0,0,0,0,0,0,0,0,0,103000,PAHO,
845,Sint Maarten,2014,6,0,0,0,30,75,40,0,0,0,0,40000,PAHO,
846,Suriname,2014,6,0,0,0,0,0,0,0,0,0,0,539000,PAHO,
847,Trinidad and Tobago,2014,6,0,0,0,0,0,0,0,0,0,0,1341000,PAHO,
848,Turks and Caicos Islands,2014,6,0,0,0,0,0,0,0,0,0,0,48000,PAHO,
849,"Virgin Islands, U.S.",2014,6,0,0,0,0,0,0,0,0,0,0,105000,PAHO
850,British Virgin Islands,2014,6,0,0,0,0,0,5,0,0,0,0,32000,PAHO,
851,Bermuda,2014,7,0,0,0,0,0,0,0,0,0,0,69000,PAHO,
852,Canada,2014,7,0,0,0,0,0,0,0,0,0,0,35182000,PAHO,
853,Mexico,2014,7,0,0,0,0,0,0,0,0,0,0,118129000,PAHO,
854,United States,2014,7,0,0,0,0,0,0,0,0,0,0,320051000,PAHO,
855,Belize,2014,7,0,0,0,0,0,0,0,0,0,0,322000,PAHO,
856,Costa Rica,2014,7,0,0,0,0,0,0,0,0,0,0,4872000,PAHO,
857,El Salvador,2014,7,0,0,0,0,0,0,0,0,0,0,6340000,PAHO,
858,Guatemala,2014,7,0,0,0,0,0,0,0,0,0,0,15468000,PAHO,
859,Honduras,2014,7,0,0,0,0,0,0,0,0,0,0,8098000,PAHO,
860,Nicaragua,2014,7,0,0,0,0,0,0,0,0,0,0,6080000,PAHO,
861,Panama,2014,7,0,0,0,0,0,0,0,0,0,0,3864000,PAHO,
862,Cuba,2014,7,0,0,0,0,0,0,0,0,0,0,11266000,PAHO,
863,Dominican Republic,2014,7,0,0,0,0,0,0,0,0,0,0,10404000,PAHO,
864,French Guiana,2014,7,0,0,0,1,0.4016,1,0,4,0,0,249000,PAHO,
865,Guadeloupe,2014,7,0,0,0,78,16.7382,250,0,3,0,0,466000,PAHO,
866,Haiti,2014,7,0,0,0,0,0,0,0,0,0,0,10317000,PAHO,
867,Martinique,2014,7,0,0,0,326,80.6931,844,0,0,0,0,404000,PAHO,
868,Puerto Rico,2014,7,0,0,0,0,0,0,0,0,0,0,3688000,PAHO,
869,Saint Barthelemy,2014,7,0,0,0,21,233.3333,104,0,0,0,0,9000,PAHO,
870,Saint-Martin,2014,7,0,0,0,52,144.4444,653,0,0,0,1,36000,PAHO,
871,Bolivia,2014,7,0,0,0,0,0,0,0,0,0,0,10671000,PAHO,
872,Colombia,2014,7,0,0,0,0,0,0,0,0,0,0,48321000,PAHO,
873,Ecuador,2014,7,0,0,0,0,0,0,0,0,0,0,15738000,PAHO,
874,Peru,2014,7,0,0,0,0,0,0,0,0,0,0,30376000,PAHO,
875,Venezuela,2014,7,0,0,0,0,0,0,0,0,0,0,30405000,PAHO,
876,Brazil,2014,7,0,0,0,0,0,0,0,0,0,0,191481000,PAHO,
877,Chile,2014,7,0,0,0,0,0,0,0,0,0,0,4537000,PAHO,
878,Paraguay,2014,7,0,0,0,0,0,0,0,0,0,0,6673000,PAHO,
879,Argentina,2014,7,0,0,0,0,0,0,0,0,0,0,42669000,PAHO,
880,Anguilla,2014,7,0,0,0,4,25,4,0,1,0,0,16000,PAHO,
881,Antigua and Barbuda,2014,7,0,0,0,0,0,0,0,0,0,0,90000,PAHO,
882,Aruba,2014,7,0,0,0,0,0,0,0,1,0,0,109000,PAHO,
883,Bahamas,2014,7,0,0,0,0,0,0,0,0,0,0,377000,PAHO,
884,Barbados,2014,7,0,0,0,0,0,0,0,0,0,0,289000,PAHO,
885,Cayman Islands,2014,7,0,0,0,0,0,0,0,0,0,0,54000,PAHO,
886,Curacao,2014,7,0,0,0,0,0,0,0,0,0,0,147000,PAHO,
887,Dominica,2014,7,0,0,0,41,56.1644,44,0,1,0,0,73000,PAHO,
888,Grenada,2014,7,0,0,0,0,0,0,0,0,0,0,110000,PAHO,
889,Guyana,2014,7,0,0,0,0,0,0,0,0,0,0,800000,PAHO,
890,Jamaica,2014,7,0,0,0,0,0,0,0,0,0,0,2784000,PAHO,
891,Montserrat,2014,7,0,0,0,0,0,0,0,0,0,0,5000,PAHO,
892,Saint Kitts and Nevis,2014,7,0,0,0,0,0,0,0,0,0,0,51000,PAHO,
893,Saint Lucia,2014,7,0,0,0,0,0,0,0,0,0,0,163000,PAHO,
894,Saint Vincent and the Grenadines,2014,7,0,0,0,0,0,0,0,0,0,0,103000,PAHO,
895,Sint Maarten,2014,7,0,0,0,25,62.5,65,0,0,0,0,40000,PAHO,
896,Suriname,2014,7,0,0,0,0,0,0,0,0,0,0,539000,PAHO,
897,Trinidad and Tobago,2014,7,0,0,0,0,0,0,0,0,0,0,1341000,PAHO,
898,Turks and Caicos Islands,2014,7,0,0,0,0,0,0,0,0,0,0,48000,PAHO,
899,"Virgin Islands, U.S.",2014,7,0,0,0,0,0,0,0,0,0,0,105000,PAHO
900,British Virgin Islands,2014,7,0,0,0,0,0,5,0,0,0,0,32000,PAHO,
901,Bermuda,2014,8,0,0,0,0,0,0,0,0,0,0,69000,PAHO,
902,Canada,2014,8,0,0,0,0,0,0,0,0,0,0,35182000,PAHO,
903,Mexico,2014,8,0,0,0,0,0,0,0,0,0,0,118129000,PAHO,
904,United States,2014,8,0,0,0,0,0,0,0,0,0,0,320051000,PAHO,
905,Belize,2014,8,0,0,0,0,0,0,0,0,0,0,322000,PAHO,
906,Costa Rica,2014,8,0,0,0,0,0,0,0,0,0,0,4872000,PAHO,
907,El Salvador,2014,8,0,0,0,0,0,0,0,0,0,0,6340000,PAHO,
908,Guatemala,2014,8,0,0,0,0,0,0,0,0,0,0,15468000,PAHO,
909,Honduras,2014,8,0,0,0,0,0,0,0,0,0,0,8098000,PAHO,
910,Nicaragua,2014,8,0,0,0,0,0,0,0,0,0,0,6080000,PAHO,
911,Panama,2014,8,0,0,0,0,0,0,0,0,0,0,3864000,PAHO,
912,Cuba,2014,8,0,0,0,0,0,0,0,0,0,0,11266000,PAHO,
913,Dominican Republic,2014,8,0,0,0,0,0,0,0,0,0,0,10404000,PAHO,
914,French Guiana,2014,8,0,0,0,1,0.4016,2,1,5,0,0,249000,PAHO,
915,Guadeloupe,2014,8,0,0,0,82,17.5966,332,0,3,0,0,466000,PAHO,
916,Haiti,2014,8,0,0,0,0,0,0,0,0,0,0,10317000,PAHO,
917,Martinique,2014,8,0,0,0,99,24505,943,0,0,0,0,404000,PAHO,
918,Puerto Rico,2014,8,0,0,0,0,0,0,0,0,0,0,3688000,PAHO,
919,Saint Barthelemy,2014,8,0,0,0,10,111.1111,114,0,0,0,0,9000,PAHO,
920,Saint-Martin,2014,8,0,0,0,58,161.1111,711,0,0,0,1,36000,PAHO,
921,Bolivia,2014,8,0,0,0,0,0,0,0,0,0,0,10671000,PAHO,
922,Colombia,2014,8,0,0,0,0,0,0,0,0,0,0,48321000,PAHO,
923,Ecuador,2014,8,0,0,0,0,0,0,0,0,0,0,15738000,PAHO,
924,Peru,2014,8,0,0,0,0,0,0,0,0,0,0,30376000,PAHO,
925,Venezuela,2014,8,0,0,0,0,0,0,0,0,0,0,30405000,PAHO,
926,Brazil,2014,8,0,0,0,0,0,0,0,0,0,0,191481000,PAHO,
927,Chile,2014,8,0,0,0,0,0,0,0,0,0,0,4537000,PAHO,
928,Paraguay,2014,8,0,0,0,0,0,0,0,0,0,0,6673000,PAHO,
929,Argentina,2014,8,0,0,0,0,0,0,0,0,0,0,42669000,PAHO,
930,Anguilla,2014,8,0,0,0,6,37.5,10,0,1,0,0,16000,PAHO,
931,Antigua and Barbuda,2014,8,0,0,0,0,0,0,0,0,0,0,90000,PAHO,
932,Aruba,2014,8,0,0,0,0,0,0,0,1,0,0,109000,PAHO,
933,Bahamas,2014,8,0,0,0,0,0,0,0,0,0,0,377000,PAHO,
934,Barbados,2014,8,0,0,0,0,0,0,0,0,0,0,289000,PAHO,
935,Cayman Islands,2014,8,0,0,0,0,0,0,0,0,0,0,54000,PAHO,
936,Curacao,2014,8,0,0,0,0,0,0,0,0,0,0,147000,PAHO,
937,Dominica,2014,8,0,0,0,0,0,44,0,1,0,0,73000,PAHO,
938,Grenada,2014,8,0,0,0,0,0,0,0,0,0,0,110000,PAHO,
939,Guyana,2014,8,0,0,0,0,0,0,0,0,0,0,800000,PAHO,
940,Jamaica,2014,8,0,0,0,0,0,0,0,0,0,0,2784000,PAHO,
941,Montserrat,2014,8,0,0,0,0,0,0,0,0,0,0,5000,PAHO,
942,Saint Kitts and Nevis,2014,8,0,0,0,1,1.9608,1,0,0,0,0,51000,PAHO,
943,Saint Lucia,2014,8,0,0,0,0,0,0,0,0,0,0,163000,PAHO,
944,Saint Vincent and the Grenadines,2014,8,0,0,0,0,0,0,0,0,0,0,103000,PAHO,
945,Sint Maarten,2014,8,0,0,0,0,0,65,0,0,0,0,40000,PAHO,
946,Suriname,2014,8,0,0,0,0,0,0,0,0,0,0,539000,PAHO,
947,Trinidad and Tobago,2014,8,0,0,0,0,0,0,0,0,0,0,1341000,PAHO,
948,Turks and Caicos Islands,2014,8,0,0,0,0,0,0,0,0,0,0,48000,PAHO,
949,"Virgin Islands, U.S.",2014,8,0,0,0,0,0,0,0,0,0,0,105000,PAHO
950,British Virgin Islands,2014,8,0,0,0,0,0,5,0,0,0,0,32000,PAHO,
951,Bermuda,2014,9,0,0,0,0,0,0,0,0,0,0,69000,PAHO,
952,Canada,2014,9,0,0,0,0,0,0,0,0,0,0,35182000,PAHO,
953,Mexico,2014,9,0,0,0,0,0,0,0,0,0,0,118129000,PAHO,
954,United States,2014,9,0,0,0,0,0,0,0,0,0,0,320051000,PAHO,
955,Belize,2014,9,0,0,0,0,0,0,0,0,0,0,322000,PAHO,
956,Costa Rica,2014,9,0,0,0,0,0,0,0,0,0,0,4872000,PAHO,
957,El Salvador,2014,9,0,0,0,0,0,0,0,0,0,0,6340000,PAHO,
958,Guatemala,2014,9,0,0,0,0,0,0,0,0,0,0,15468000,PAHO,
959,Honduras,2014,9,0,0,0,0,0,0,0,0,0,0,8098000,PAHO,
960,Nicaragua,2014,9,0,0,0,0,0,0,0,0,0,0,6080000,PAHO,
961,Panama,2014,9,0,0,0,0,0,0,0,0,0,0,3864000,PAHO,
962,Cuba,2014,9,0,0,0,0,0,0,0,0,0,0,11266000,PAHO,
963,Dominican Republic,2014,9,0,0,0,0,0,0,0,0,0,0,10404000,PAHO,
964,French Guiana,2014,9,0,0,0,8,3.2129,10,2,7,0,0,249000,PAHO,
965,Guadeloupe,2014,9,0,0,0,141,30.2575,473,0,3,0,0,466000,PAHO,
966,Haiti,2014,9,0,0,0,0,0,0,0,0,0,0,10317000,PAHO,
967,Martinique,2014,9,0,0,0,115,28.4653,1058,0,0,1,1,404000,PAHO,
968,Puerto Rico,2014,9,0,0,0,0,0,0,0,0,0,0,3688000,PAHO,
969,Saint Barthelemy,2014,9,0,0,0,13,144.4444,127,0,0,0,0,9000,PAHO,
970,Saint-Martin,2014,9,0,0,0,54,150,765,0,0,1,2,36000,PAHO,
971,Bolivia,2014,9,0,0,0,0,0,0,0,0,0,0,10671000,PAHO,
972,Colombia,2014,9,0,0,0,0,0,0,0,0,0,0,48321000,PAHO,
973,Ecuador,2014,9,0,0,0,0,0,0,0,0,0,0,15738000,PAHO,
974,Peru,2014,9,0,0,0,0,0,0,0,0,0,0,30376000,PAHO,
975,Venezuela,2014,9,0,0,0,0,0,0,0,0,0,0,30405000,PAHO,
976,Brazil,2014,9,0,0,0,0,0,0,0,0,0,0,191481000,PAHO,
977,Chile,2014,9,0,0,0,0,0,0,0,0,0,0,4537000,PAHO,
978,Paraguay,2014,9,0,0,0,0,0,0,0,0,0,0,6673000,PAHO,
979,Argentina,2014,9,0,0,0,0,0,0,0,0,0,0,42669000,PAHO,
980,Anguilla,2014,9,0,0,0,0,0,10,0,1,0,0,16000,PAHO,
981,Antigua and Barbuda,2014,9,0,0,0,0,0,0,0,0,0,0,90000,PAHO,
982,Aruba,2014,9,0,0,0,0,0,0,0,1,0,0,109000,PAHO,
983,Bahamas,2014,9,0,0,0,0,0,0,0,0,0,0,377000,PAHO,
984,Barbados,2014,9,0,0,0,0,0,0,0,0,0,0,289000,PAHO,
985,Cayman Islands,2014,9,0,0,0,0,0,0,0,0,0,0,54000,PAHO,
986,Curacao,2014,9,0,0,0,0,0,0,0,0,0,0,147000,PAHO,
987,Dominica,2014,9,0,0,0,11,15.0685,55,0,1,0,0,73000,PAHO,
988,Grenada,2014,9,0,0,0,0,0,0,0,0,0,0,110000,PAHO,
989,Guyana,2014,9,0,0,0,0,0,0,0,0,0,0,800000,PAHO,
990,Jamaica,2014,9,0,0,0,0,0,0,0,0,0,0,2784000,PAHO,
991,Montserrat,2014,9,0,0,0,0,0,0,0,0,0,0,5000,PAHO,
992,Saint Kitts and Nevis,2014,9,0,0,0,0,0,1,0,0,0,0,51000,PAHO,
993,Saint Lucia,2014,9,0,0,0,0,0,0,0,0,0,0,163000,PAHO,
994,Saint Vincent and the Grenadines,2014,9,0,0,0,0,0,0,0,0,0,0,103000,PAHO,
995,Sint Maarten,2014,9,0,0,0,0,0,65,0,0,0,0,40000,PAHO,
996,Suriname,2014,9,0,0,0,0,0,0,0,0,0,0,539000,PAHO,
997,Trinidad and Tobago,2014,9,0,0,0,0,0,0,0,0,0,0,1341000,PAHO,
998,Turks and Caicos Islands,2014,9,0,0,0,0,0,0,0,0,0,0,48000,PAHO,
999,"Virgin Islands, U.S.",2014,9,0,0,0,0,0,0,0,0,0,0,105000,PAHO
1000,British Virgin Islands,2014,9,0,0,0,0,0,5,0,0,0,0,32000,PAHO,
1001,Bermuda,2014,10,0,0,0,0,0,0,0,0,0,0,69000,PAHO,
1002,Canada,2014,10,0,0,0,0,0,0,0,0,0,0,35182000,PAHO,
1003,Mexico,2014,10,0,0,0,0,0,0,0,0,0,0,118129000,PAHO,
1004,United States,2014,10,0,0,0,0,0,0,0,0,0,0,320051000,PAHO,
1005,Belize,2014,10,0,0,0,0,0,0,0,0,0,0,322000,PAHO,
1006,Costa Rica,2014,10,0,0,0,0,0,0,0,0,0,0,4872000,PAHO,
1007,El Salvador,2014,10,0,0,0,0,0,0,0,0,0,0,6340000,PAHO,
1008,Guatemala,2014,10,0,0,0,0,0,0,0,0,0,0,15468000,PAHO,
1009,Honduras,2014,10,0,0,0,0,0,0,0,0,0,0,8098000,PAHO,
1010,Nicaragua,2014,10,0,0,0,0,0,0,0,0,0,0,6080000,PAHO,
1011,Panama,2014,10,0,0,0,0,0,0,0,0,0,0,3864000,PAHO,
1012,Cuba,2014,10,0,0,0,0,0,0,0,0,0,0,11266000,PAHO,
1013,Dominican Republic,2014,10,0,0,0,0,0,0,0,0,0,0,10404000,PAHO,
1014,French Guiana,2014,10,25,10.0402,25,0,0,10,0,7,0,0,249000,PAHO,
1015,Guadeloupe,2014,10,1460,313.3047,1460,0,0,473,0,3,0,0,466000,PAHO,
1016,Haiti,2014,10,0,0,0,0,0,0,0,0,0,0,10317000,PAHO,
1017,Martinique,2014,10,3940,975.2475,3940,0,0,1058,0,0,0,1,404000,PAHO,
1018,Puerto Rico,2014,10,0,0,0,0,0,0,0,0,0,0,3688000,PAHO,
1019,Saint Barthelemy,2014,10,380,4222.2222,380,0,0,127,0,0,0,0,9000,PAHO,
1020,Saint-Martin,2014,10,2030,5638.8889,2030,0,0,765,0,0,0,2,36000,PAHO,
1021,Bolivia,2014,10,0,0,0,0,0,0,0,0,0,0,10671000,PAHO,
1022,Colombia,2014,10,0,0,0,0,0,0,0,0,0,0,48321000,PAHO,
1023,Ecuador,2014,10,0,0,0,0,0,0,0,0,0,0,15738000,PAHO,
1024,Peru,2014,10,0,0,0,0,0,0,0,0,0,0,30376000,PAHO,
1025,Venezuela,2014,10,0,0,0,0,0,0,0,0,0,0,30405000,PAHO,
1026,Brazil,2014,10,0,0,0,0,0,0,0,0,0,0,191481000,PAHO,
1027,Chile,2014,10,0,0,0,0,0,0,0,0,0,0,4537000,PAHO,
1028,Paraguay,2014,10,0,0,0,0,0,0,0,0,0,0,6673000,PAHO,
1029,Argentina,2014,10,0,0,0,0,0,0,0,0,0,0,42669000,PAHO,
1030,Anguilla,2014,10,0,0,0,3,18.75,13,0,1,0,0,16000,PAHO,
1031,Antigua and Barbuda,2014,10,0,0,0,0,0,0,0,0,0,0,90000,PAHO,
1032,Aruba,2014,10,0,0,0,0,0,0,0,1,0,0,109000,PAHO,
1033,Bahamas,2014,10,0,0,0,0,0,0,0,0,0,0,377000,PAHO,
1034,Barbados,2014,10,0,0,0,0,0,0,0,0,0,0,289000,PAHO,
1035,Cayman Islands,2014,10,0,0,0,0,0,0,0,0,0,0,54000,PAHO,
1036,Curacao,2014,10,0,0,0,0,0,0,0,0,0,0,147000,PAHO,
1037,Dominica,2014,10,269,368.4932,269,0,0,55,0,1,0,0,73000,PAHO,
1038,Grenada,2014,10,0,0,0,0,0,0,0,0,0,0,110000,PAHO,
1039,Guyana,2014,10,0,0,0,0,0,0,0,0,0,0,800000,PAHO,
1040,Jamaica,2014,10,0,0,0,0,0,0,0,0,0,0,2784000,PAHO,
1041,Montserrat,2014,10,0,0,0,0,0,0,0,0,0,0,5000,PAHO,
1042,Saint Kitts and Nevis,2014,10,0,0,0,0,0,1,0,0,0,0,51000,PAHO,
1043,Saint Lucia,2014,10,0,0,0,0,0,0,0,0,0,0,163000,PAHO,
1044,Saint Vincent and the Grenadines,2014,10,0,0,0,0,0,0,0,0,0,0,103000,PAHO,
1045,Sint Maarten,2014,10,0,0,0,50,125,115,0,0,0,0,40000,PAHO,
1046,Suriname,2014,10,0,0,0,0,0,0,0,0,0,0,539000,PAHO,
1047,Trinidad and Tobago,2014,10,0,0,0,0,0,0,0,0,0,0,1341000,PAHO,
1048,Turks and Caicos Islands,2014,10,0,0,0,0,0,0,0,0,0,0,48000,PAHO,
1049,"Virgin Islands, U.S.",2014,10,0,0,0,0,0,0,0,0,0,0,105000,PAHO
1050,British Virgin Islands,2014,10,0,0,0,2,6.25,7,0,0,0,0,32000,PAHO,
1051,Bermuda,2014,11,0,0,0,0,0,0,0,0,0,0,69000,PAHO,
1052,Canada,2014,11,0,0,0,0,0,0,0,0,0,0,35182000,PAHO,
1053,Mexico,2014,11,0,0,0,0,0,0,0,0,0,0,118129000,PAHO,
1054,United States,2014,11,0,0,0,0,0,0,0,0,0,0,320051000,PAHO,
1055,Belize,2014,11,0,0,0,0,0,0,0,0,0,0,322000,PAHO,
1056,Costa Rica,2014,11,0,0,0,0,0,0,0,0,0,0,4872000,PAHO,
1057,El Salvador,2014,11,0,0,0,0,0,0,0,0,0,0,6340000,PAHO,
1058,Guatemala,2014,11,0,0,0,0,0,0,0,0,0,0,15468000,PAHO,
1059,Honduras,2014,11,0,0,0,0,0,0,0,0,0,0,8098000,PAHO,
1060,Nicaragua,2014,11,0,0,0,0,0,0,0,0,0,0,6080000,PAHO,
1061,Panama,2014,11,0,0,0,0,0,0,0,0,0,0,3864000,PAHO,
1062,Cuba,2014,11,0,0,0,0,0,0,0,0,0,0,11266000,PAHO,
1063,Dominican Republic,2014,11,0,0,0,0,0,0,0,0,0,0,10404000,PAHO,
1064,French Guiana,2014,11,-25,-10.0402,0,11,4.4177,21,3,10,0,0,249000,PAHO,
1065,Guadeloupe,2014,11,340,72.9614,1800,53,11.3734,526,0,3,0,0,466000,PAHO,
1066,Haiti,2014,11,0,0,0,0,0,0,0,0,0,0,10317000,PAHO,
1067,Martinique,2014,11,1740,430.6931,5680,0,0,1058,0,0,0,1,404000,PAHO,
1068,Puerto Rico,2014,11,0,0,0,0,0,0,0,0,0,0,3688000,PAHO,
1069,Saint Barthelemy,2014,11,30,333.3333,410,7,77.7778,134,0,0,0,0,9000,PAHO,
1070,Saint-Martin,2014,11,530,1472.2222,2560,16,44.4444,781,0,0,1,3,36000,PAHO,
1071,Bolivia,2014,11,0,0,0,0,0,0,0,0,0,0,10671000,PAHO,
1072,Colombia,2014,11,0,0,0,0,0,0,0,0,0,0,48321000,PAHO,
1073,Ecuador,2014,11,0,0,0,0,0,0,0,0,0,0,15738000,PAHO,
1074,Peru,2014,11,0,0,0,0,0,0,0,0,0,0,30376000,PAHO,
1075,Venezuela,2014,11,0,0,0,0,0,0,0,0,0,0,30405000,PAHO,
1076,Brazil,2014,11,0,0,0,0,0,0,0,0,0,0,191481000,PAHO,
1077,Chile,2014,11,0,0,0,0,0,0,0,0,0,0,4537000,PAHO,
